Job ID,Cluster,User/Group,State,Nodes,Cores per node,CPU Utilized,CPU Efficiency,Job Wall-clock time,Memory Utilized,Memory Efficiency,Cores,Array Job ID,WARNING
70000,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:43,26.50,00:01:50,15.88,15.88,,,
70001,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:35,25.44,00:01:53,14.74,14.74,,,
70002,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:30,25.68,00:01:51,15.21,15.21,,,
70003,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:40,26.13,00:01:51,14.39,14.39,,,
70004,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:47,26.44,00:01:51,16.18,16.18,,,
70005,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:48,26.25,00:01:52,15.31,15.31,,,
70006,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:29,25.63,00:01:51,16.25,16.25,,,
70007,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:47,26.68,00:01:50,15.51,15.51,,,
70008,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:45,25.22,00:01:56,14.79,14.79,,,
70009,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:51,26.38,00:01:52,14.77,14.77,,,
70010,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:51,26.62,00:01:51,15.17,15.17,,,
70011,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:25,25.22,00:01:52,16.06,16.06,,,
70012,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:42,26.22,00:01:51,15.57,15.57,,,
70013,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:42,26.22,00:01:51,15.37,15.37,,,
70014,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:36,26.18,00:01:50,15.38,15.38,,,
70015,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:49,26.53,00:01:51,15.45,15.45,,,
70016,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:36,26.67,00:01:48,16.04,16.04,,,
70017,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:46,25.70,00:01:54,15.48,15.48,,,
70018,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:42,26.70,00:01:49,15.85,15.85,,,
70019,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:10:00,26.79,00:01:52,27.56,27.56,,,
70020,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:09:43,26.26,00:01:51,16.25,16.25,,,
70021,ihealth-cluster,maparegal/maparegal,FAILED (exit code 130),1,2,00:00:08,0.34,00:19:22,704.72 MB,3.44,,,
70022,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:12:11,43.57,00:08:17,99.95,99.95,,,
70023,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:15:16,46.65,00:08:04,99.95,99.95,,,
70024,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,02:14:07,44.66,00:15:01,99.95,99.95,,,
70025,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:18:17,48.62,00:08:03,99.94,99.94,,,
70026,ihealth-cluster,maparegal/maparegal,FAILED (exit code 1),1,2,00:00:25,48.08,00:00:26,608.00 KB,0.00,,,
70027,ihealth-cluster,maparegal/maparegal,FAILED (exit code 1),1,2,00:00:24,48.00,00:00:25,92.00 KB,0.00,,,
70028,ihealth-cluster,maparegal/maparegal,CANCELLED (exit code 0),1,2,05:36:15,54.06,05:11:01,10.23,51.17,,,
70029,ihealth-cluster,dcampanini/dcampanini,FAILED (exit code 1),1,4,00:00:09,11.84,00:00:19,57.93 MB,0.35,,,
70030,ihealth-cluster,dcampanini/dcampanini,COMPLETED (exit code 0),1,4,00:10:02,24.75,00:10:08,13.50,84.38,,,
70031,ihealth-cluster,cgrivera/cgrivera,FAILED (exit code 1),1,2,00:00:05,35.71,00:00:07,464.00 KB,0.00,,,
70032,ihealth-cluster,cgrivera/cgrivera,COMPLETED (exit code 0),1,2,00:01:01,82.43,00:00:37,2.47,12.33,,,
70033,ihealth-cluster,cgrivera/cgrivera,COMPLETED (exit code 0),1,2,00:01:17,80.21,00:00:48,2.56,12.82,,,
70034,ihealth-cluster,cgrivera/cgrivera,COMPLETED (exit code 0),1,2,00:06:12,49.73,00:06:14,959.23 MB,1.87,,,
70035,ihealth-cluster,maparegal/maparegal,CANCELLED (exit code 0),1,2,05:06:48,56.33,04:32:20,10.23,51.14,,,
70036,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:02:05,23.15,00:00:27,5.59,5.59,,,
70037,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:14:55,45.50,00:08:14,99.95,99.95,,,
70038,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:15:43,47.62,00:07:57,99.95,99.95,,,
70039,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:16:29,47.90,00:07:59,99.95,99.95,,,
70040,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:17:16,48.70,00:07:56,99.95,99.95,,,
70041,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:15:11,45.20,00:08:19,99.95,99.95,,,
70042,ihealth-cluster,dcampanini/dcampanini,COMPLETED (exit code 0),1,4,10:13:10,24.98,10:13:44,15.97,99.83,,,
70043,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:17:51,48.06,00:08:06,99.92,99.92,,,
70044,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:17:36,48.40,00:08:01,99.95,99.95,,,
70045,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:17:15,47.88,00:08:04,99.95,99.95,,,
70046,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:16:34,45.58,00:08:24,99.95,99.95,,,
70047,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:17:26,48.00,00:08:04,99.95,99.95,,,
70048,ihealth-cluster,cgrivera/cgrivera,COMPLETED (exit code 0),1,2,00:04:53,49.66,00:04:55,1023.45 MB,2.00,,,
70049,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:49:01,58.35,00:04:12,84.74,84.74,,,
70050,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70051,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70052,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70053,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70054,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70055,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70056,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70057,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70058,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 2),1,2,00:00:01,16.67,00:00:03,396.00 KB,0.00,,,
70059,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:02,33.33,00:00:03,106.18 MB,0.32,,,
70060,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:03,37.50,00:00:04,6.13 MB,0.02,,,
70061,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:01,25.00,00:00:02,60.00 KB,0.00,,,
70062,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70063,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,07:55:22,86.27,00:27:33,99.95,99.95,,,
70064,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,01:16:03,48.34,00:07:52,99.95,99.95,,,
70065,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:20:09,51.67,00:01:57,36.83,36.83,,,
70066,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:04,40.00,00:00:05,1.90 MB,0.01,,,
70067,ihealth-cluster,maparegal/maparegal,FAILED (exit code 1),1,2,00:00:24,48.00,00:00:25,116.00 KB,0.00,,,
70068,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:02,33.33,00:00:03,104.96 MB,0.32,,,
70069,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:02,33.33,00:00:03,104.84 MB,0.32,,,
70070,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70071,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70072,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70073,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70074,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70075,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70076,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70077,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70078,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,13:13:59,98.31,00:40:23,99.95,99.95,,,
70079,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70080,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70081,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70082,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70083,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70084,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70085,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70086,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70087,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70088,ihealth-cluster,dibarrera/dibarrera,FAILED (exit code 1),1,10,00:00:05,8.33,00:00:06,348.87 MB,0.34,,,
70089,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,15:50:01,98.45,00:48:15,99.95,99.95,,,
70090,ihealth-cluster,bllancao/bllancao,TIMEOUT (exit code 0),1,20,19:29:17,96.79,01:00:24,99.95,99.95,,,
70091,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:24:22,95.97,00:16:54,99.95,99.95,,,
70092,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,01:54:12,82.95,00:06:53,99.73,99.73,,,
70093,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:12,34.44,00:00:54,5.51,5.51,,,
70094,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:05,37.24,00:00:49,4.67,4.67,,,
70095,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:05:59,35.20,00:00:51,4.68,4.68,,,
70096,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:11,37.10,00:00:50,4.68,4.68,,,
70097,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:05:54,34.71,00:00:51,4.22,4.22,,,
70098,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:15,36.76,00:00:51,4.68,4.68,,,
70099,ihealth-cluster,maparegal/maparegal,FAILED (exit code 1),1,2,03:50:57,56.66,03:23:48,10.20,50.99,,,
70100,ihealth-cluster,maparegal/maparegal,CANCELLED (exit code 0),1,2,03:44:42,56.85,03:17:38,10.10,50.52,,,
70101,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:05:59,38.19,00:00:47,4.67,4.67,,,
70102,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:06:12,40.43,00:00:46,4.67,4.67,,,
70103,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:05:55,38.59,00:00:46,4.67,4.67,,,
70104,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70105,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70106,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70107,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70108,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70109,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,13:28:13,98.28,00:41:07,99.95,99.95,,,
70110,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:26:37,73.26,00:01:49,25.43,25.43,,,
70111,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:34:58,77.70,00:02:15,34.87,34.87,,,
70112,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:52:01,82.13,00:03:10,49.99,49.99,,,
70113,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:53:14,83.18,00:03:12,51.55,51.55,,,
70114,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:29:25,78.10,00:01:53,37.33,37.33,,,
70115,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70116,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70117,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70118,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70119,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70120,ihealth-cluster,bllancao/bllancao,TIMEOUT (exit code 0),1,20,19:32:13,97.28,01:00:15,99.95,99.95,,,
70121,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:13:26,96.44,00:16:15,99.95,99.95,,,
70122,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:05:13,41.18,00:00:38,4.68,4.68,,,
70123,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70124,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70125,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70126,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70127,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70128,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70129,ihealth-cluster,maparegal/maparegal,CANCELLED (exit code 0),1,2,01:02:22,56.46,00:55:14,10.27,51.35,,,
70130,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70131,ihealth-cluster,vruizval/vruizval,COMPLETED (exit code 0),1,12,1-10:08:46,60.08,04:44:10,24.87,27.63,,,
70132,ihealth-cluster,vruizval/vruizval,FAILED (exit code 1),1,12,00:00:07,8.33,00:00:07,149.24 MB,0.16,,,
70133,ihealth-cluster,vruizval/vruizval,COMPLETED (exit code 0),1,12,1-09:26:52,60.36,04:37:05,21.66,24.07,,,
70134,ihealth-cluster,maparegal/maparegal,COMPLETED (exit code 0),1,2,08:08:52,56.68,07:11:13,10.46,52.30,,,
70135,ihealth-cluster,maparegal/maparegal,CANCELLED (exit code 0),1,2,00:05:10,55.76,00:04:38,8.74,43.72,,,
70136,ihealth-cluster,maparegal/maparegal,COMPLETED (exit code 0),1,2,08:28:02,56.01,07:33:29,10.10,50.52,,,
70137,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,05:37:03,96.95,00:17:23,96.85,96.85,,,
70138,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70139,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70140,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70141,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70142,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70143,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70144,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70145,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,14:19:01,98.44,00:43:38,99.95,99.95,,,
70146,ihealth-cluster,bllancao/bllancao,TIMEOUT (exit code 0),1,20,19:30:15,97.06,01:00:17,99.95,99.95,,,
70147,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:06:52,96.00,00:15:59,99.95,99.95,,,
70148,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,03:25:48,89.22,00:11:32,99.95,99.95,,,
70149,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:05:40,34.69,00:00:49,4.67,4.67,,,
70150,ihealth-cluster,vruizval/vruizval,COMPLETED (exit code 0),1,12,1-11:02:13,61.81,04:43:25,22.59,25.09,,,
70151,ihealth-cluster,vruizval/vruizval,COMPLETED (exit code 0),1,12,1-12:25:05,60.36,05:01:39,21.65,24.05,,,
70152,ihealth-cluster,pamessina/pamessina,TIMEOUT (exit code 0),1,8,00:00:13,0.02,03:00:12,399.64 MB,1.95,,,
70153,ihealth-cluster,dibarrera/dibarrera,FAILED (exit code 1),1,10,00:00:25,10.00,00:00:25,1.02 MB,0.00,,,
70154,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:00:14,2.69,00:00:26,561.00 MB,0.55,,,
70155,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:00:13,6.50,00:00:10,4.97 MB,0.00,,,
70156,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:00:11,5.50,00:00:10,2.27 MB,0.00,,,
70157,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,00:00:14,7.00,00:00:10,624.00 KB,0.00,,,
70158,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:34:10,82.66,00:02:04,31.01,31.01,,,
70159,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,04:53:30,78.83,00:18:37,99.95,99.95,,,
70160,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,04:57:31,79.83,00:18:38,99.94,99.94,,,
70161,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,04:54:21,78.70,00:18:42,99.94,99.94,,,
70162,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,01:45:44,66.08,00:08:00,99.94,99.94,,,
70163,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:07:02,30.58,00:01:09,5.00,5.00,,,
70164,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,01:29:15,80.89,00:05:31,99.95,99.95,,,
70165,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70166,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70167,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70168,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70169,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:00:14,81.44,00:18:26,99.94,99.94,,,
70170,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:00:54,81.18,00:18:32,99.94,99.94,,,
70171,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,04:59:23,80.48,00:18:36,99.94,99.94,,,
70172,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,01:46:08,67.32,00:07:53,99.94,99.94,,,
70173,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:34,29.40,00:01:07,4.59,4.59,,,
70174,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70175,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,2,00:00:35,56.45,00:00:31,407.65 MB,1.33,,,
70176,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,2,00:00:18,50.00,00:00:18,48.99 MB,0.48,,,
70177,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,2,00:00:43,61.43,00:00:35,2.15,7.16,,,
70178,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,02:46:05,94.01,00:08:50,99.95,99.95,,,
70179,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,01:32:02,91.12,00:05:03,99.94,99.94,,,
70180,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70181,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70182,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),,,00:00:00,0.00,00:00:00,0.00 MB (estimated maximum),0.00,1,,
70183,ihealth-cluster,bllancao/bllancao,CANCELLED (exit code 0),1,20,00:10:41,57.23,00:00:56,13.91,13.91,,,
70184,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,12:45:20,98.04,00:39:02,99.95,99.95,,,
70185,ihealth-cluster,bllancao/bllancao,TIMEOUT (exit code 0),1,20,19:38:39,97.46,01:00:28,99.95,99.95,,,
70186,ihealth-cluster,bllancao/bllancao,FAILED (exit code 1),1,20,05:09:37,96.15,00:16:06,99.95,99.95,,,
70187,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,02:30:26,87.12,00:08:38,99.95,99.95,,,
70188,ihealth-cluster,bllancao/bllancao,COMPLETED (exit code 0),1,20,00:06:07,34.62,00:00:53,4.66,4.66,,,
70189,ihealth-cluster,maparegal/maparegal,FAILED (exit code 137),1,2,00:00:39,0.18,02:57:08,698.98 MB,3.41,,,
70190,ihealth-cluster,maparegal/maparegal,COMPLETED (exit code 0),1,2,08:54:43,55.82,07:58:58,10.13,50.67,,,
70191,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,2,00:00:04,50.00,00:00:04,95.98 MB,0.29,,,
70192,ihealth-cluster,cgvallea/cgvallea,CANCELLED (exit code 0),1,2,00:00:58,50.00,00:00:58,3.57,11.16,,,
70193,ihealth-cluster,cgvallea/cgvallea,CANCELLED (exit code 0),1,2,00:00:04,18.18,00:00:11,608.51 MB,1.86,,,
70194,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,20,00:00:06,7.50,00:00:04,824.00 KB,0.00,,,
70195,ihealth-cluster,cgvallea/cgvallea,CANCELLED (exit code 0),1,20,00:03:42,16.82,00:01:06,5.57,17.42,,,
70196,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,20,00:00:07,4.38,00:00:08,166.12 MB,0.51,,,
70197,ihealth-cluster,cgvallea/cgvallea,CANCELLED (exit code 0),1,20,00:25:46,24.08,00:05:21,13.30,41.57,,,
70198,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,20,00:00:06,7.50,00:00:04,1.01 MB,0.00,,,
70199,ihealth-cluster,cgvallea/cgvallea,OUT_OF_MEMORY (exit code 0),1,20,00:02:25,15.10,00:00:48,30.31,94.72,,,
70200,ihealth-cluster,maparegal/maparegal,FAILED (exit code 1),1,2,00:00:23,47.92,00:00:24,124.00 KB,0.00,,,
70201,ihealth-cluster,cgvallea/cgvallea,FAILED (exit code 1),1,20,00:00:06,7.50,00:00:04,8.58 MB,0.03,,,
